name,ra_deg,dec_deg,vmag,spectral,parallax_mas,pmra_mas,pmdec_mas
HIP 72217,221.54548169,-21.17571461,6.43,G2V,23.64,-56.02,-103.63
HIP 72220,221.56246594,1.8929383,3.73,A0V,25.35,-116.04,-21.75
HIP 72250,221.62094963,-47.44107999,5.74,A1V,9.59,-39.79,-14.74
HIP 72290,221.75546088,-52.38331777,5.22,G6III,12.58,-17.93,-82.32
HIP 72296,221.77107748,-38.29043787,5.9,K3III,5.88,52.75,-82.59
HIP 72308,221.8024686,-52.20524925,6.07,A1III/IV,1.35,-6.64,-2.93
HIP 72310,221.80690878,-21.32487794,6.05,K4/K5III,1.75,-13.9,2.82
HIP 72323,221.84399993,-25.62423321,5.61,B9IV/V,5.32,-7.84,-13.85
HIP 72338,221.88377435,-43.55677516,6.3,K1III,5.35,-12.74,-12.62
HIP 72357,221.9365883,-26.0874799,5.23,G8/K0III,9.84,36.88,-8.4
HIP 72370,221.96552567,-79.04471242,3.83,K5III,7.93,-5.67,-15.75
HIP 72373,221.9788395,-12.8397816,6.34,K0III,9.04,49.05,-92.64
HIP 72378,221.98985195,-26.64613329,5.76,B9.5V,7.51,-10.65,-8.83
HIP 72412,222.09753868,24.36673685,6.15,F2V,12.36,-101.06,57.29
HIP 72432,222.15857155,-36.63458507,5.89,M5III,7.26,-12.94,-46.04
HIP 72438,222.18567167,-66.59353612,5.91,B2.5V,2.85,-7.49,-11.14
HIP 72449,222.22541473,-0.84769586,6.15,B9Vsvar...,9.24,-8.5,16.88
HIP 72469,222.27887478,37.81091287,6.15,F2V,24.39,-253.0,109.62
HIP 72471,222.27987082,-56.66753864,6.21,K3III,10.45,-105.75,-119.53
HIP 72487,222.32781437,46.11639336,5.76,F7IVw,21.34,-7.35,-77.32
HIP 72488,222.32815984,-24.25146951,5.68,K3III+...,2.93,-20.69,-0.43
HIP 72489,222.32954567,-14.14898587,5.32,Ap,13.86,-65.89,-14.79
HIP 72508,222.38486434,51.37449776,6.49,F5IV,19.41,15.19,2.19
HIP 72524,222.42233956,48.72056284,5.68,F6V+...,14.22,-76.93,99.13
HIP 72552,222.49327659,28.61583341,5.8,A4V,11.06,18.8,-0.72
HIP 72567,222.56549508,23.91176538,5.86,G2V,55.73,144.73,32.42
HIP 72571,222.5727779,-27.96021925,4.42,K3III,10.68,-237.37,-62.37
HIP 72573,222.58178099,82.51248701,5.63,F9V,23.08,177.66,-223.33
HIP 72582,222.62417599,37.27181511,5.47,K0III-IV,16.31,-212.26,95.24
HIP 72603,222.67193219,-15.99709226,5.15,F3V,42.26,-135.93,-59.47
Hadar (β Cen),222.67664751,74.15547596,2.07,K4IIIvar,25.79,-32.29,11.91
HIP 72622,222.71990536,-16.04161047,2.75,A3IV,42.25,-105.69,-69.0
HIP 72629,222.75047349,-0.25750738,6.18,K3III,7.18,-32.08,6.89
HIP 72631,222.75425052,-2.29884995,4.93,G8...,15.09,87.63,-123.64
HIP 72659,222.84701756,19.10063329,4.54,G8V + K4V,149.26,152.81,-71.28
HIP 72664,222.86072795,59.29365246,5.48,K4III,7.38,-120.89,136.99
HIP 72670,222.8753033,-77.17594571,6.44,Ap...,3.63,-14.27,-9.99
HIP 72683,222.9096805,-43.57529383,4.32,B5IV,8.0,-24.79,-26.8
HIP 72702,222.963808,-18.35532204,6.27,K0II/III,3.57,-13.17,-1.2
HIP 72772,223.13886782,-30.57715291,6.3,G0/G1V,24.99,-336.2,-41.34
HIP 72773,223.14695946,-63.80981741,5.91,F8II + A/F,3.22,-10.05,-4.11
HIP 72800,223.21287023,-37.80311642,5.02,B7II/III,8.49,-20.6,-17.96
HIP 72833,223.30640336,-73.19015457,5.59,G5III,10.19,18.33,34.31
HIP 72846,223.34734286,15.70511093,6.41,F6III,20.4,-23.6,23.11
HIP 72848,223.35016578,19.15227142,6.0,K2V,86.69,-442.75,216.84
HIP 72929,223.583901,-24.64213517,5.27,K2/K3III,8.48,-11.02,-27.51
HIP 72934,223.59544161,-11.89833043,5.78,G7III,8.94,-55.68,-7.09
HIP 72959,223.6580027,-33.30056091,5.85,K2III,4.07,-8.58,-5.75
HIP 72965,223.67746133,-65.99106556,6.09,B3Vn,2.66,-6.38,-12.23
HIP 72983,223.72521374,-69.86092469,6.38,B5V,3.52,-9.48,-13.0
HIP 73036,223.89461516,-60.11389133,5.18,K1III,18.87,-125.69,-112.25
HIP 73049,223.93622772,-33.85578004,5.32,A0V,13.2,19.18,-2.03
HIP 73068,223.99429053,32.3000706,6.12,A2V,10.41,-53.33,-3.23
HIP 73087,224.0551584,14.44626586,5.9,A0V,5.96,-12.78,-0.08
HIP 73095,224.07177099,-52.80956707,5.38,A2III,15.08,27.59,7.9
HIP 73100,224.09558479,49.62899937,5.63,F7V,40.25,110.79,-226.45
HIP 73107,224.12862034,-32.63670976,6.06,K3III,5.92,-3.44,-30.61
HIP 73111,224.13366538,-47.87914321,5.62,B+...,5.21,-29.91,-22.46
HIP 73116,224.14907283,-39.41597172,6.36,A0/A1V,8.3,-38.85,-21.22
HIP 73118,224.15978648,-62.36440739,6.39,B5V,3.22,-9.11,-4.09
HIP 73129,224.18334308,-62.78098762,5.08,B4Vnp,3.91,-12.41,-11.78
HIP 73133,224.19211288,-11.4097279,5.48,K4III,6.06,7.93,11.21
HIP 73165,224.29606996,-4.34608634,4.47,F0V,35.83,-97.83,-154.56
HIP 73166,224.29866769,16.38813986,5.72,G5III:,5.28,-4.08,-4.98
HIP 73171,224.3071673,-29.15760702,6.28,B8/B9V,5.85,-17.32,-29.41
HIP 73184,224.36396501,-21.4112809,5.72,K4V,169.32,1034.18,-1725.6
HIP 73193,224.38840115,-0.16754803,5.51,K1III,11.06,59.91,-26.2
HIP 73199,224.39632979,65.93238126,4.63,M5III,8.2,-78.26,32.48
HIP 73223,224.47148916,-76.66261622,5.37,K4III,7.62,-68.58,-16.14
HIP 73241,224.53672527,-48.8621921,6.34,G5V,40.79,-15.47,-337.07
HIP 73273,224.63314193,-43.13386699,2.68,B2III,6.23,-34.06,-38.3
HIP 73279,224.65244058,-39.90697956,6.17,K1III,8.92,-75.62,-79.33
HIP 73284,224.66369181,-27.65729301,5.65,A6IV,9.32,-47.62,-8.6
HIP 73309,224.72080247,-4.98899499,6.08,F8V,28.67,-358.55,-107.53
HIP 73310,224.72351684,-11.14386422,5.88,K3III-IV,10.32,-106.68,-61.53
HIP 73334,224.79041254,-42.10414199,3.13,B2IV,6.05,-17.76,-21.33
HIP 73341,224.80807905,-37.88118275,6.45,B8V,5.21,-18.36,-21.27
HIP 73350,224.84631129,4.56777277,5.91,M1III,4.5,1.17,-4.75
HIP 73354,224.8633418,-43.15981215,6.1,F5III,1.81,-9.78,-8.49
HIP 73369,224.90404577,39.26523166,5.64,F1III-IV,19.83,-31.53,41.85
HIP 73394,224.9823844,-75.03261964,6.2,B9V,6.16,-5.57,-20.32
HIP 73415,225.04724166,-77.16052523,5.92,G8II,3.72,-13.33,-10.26
HIP 73454,225.1613561,47.27740376,6.35,B9p SiSrCr,6.84,-8.22,15.49
HIP 73464,225.21783189,22.04557338,6.29,K0,3.19,-4.5,6.27
HIP 73473,225.24328191,-8.51893488,4.91,B9.5V,10.72,-66.2,-3.4
HIP 73493,225.30447474,-38.05831465,5.88,K2/K3III,8.43,30.42,-34.37
HIP 73497,225.33254143,-2.75487208,5.52,M0III,5.78,28.68,-22.4
HIP 73507,225.36295558,60.20442421,5.91,A4V,9.98,-13.04,11.94
HIP 73536,225.45381414,-0.14025867,5.71,M2III,3.19,6.45,-15.03
HIP 73540,225.46126796,-83.22777573,5.65,G8/K0III,8.39,18.65,53.3
HIP 73555,225.48663804,40.39063671,3.49,G8III,14.91,-40.2,-29.22
HIP 73559,225.492089,-34.35881656,6.21,A8/A9III/IV,8.3,-28.07,-23.89
HIP 73566,225.52657921,-28.06052808,5.83,A4IV,10.04,84.22,-34.14
HIP 73568,225.52713391,25.00825646,4.8,K4III,9.07,-5.88,-48.6
HIP 73571,225.53577825,-7.57529216,6.38,A3,5.62,-22.94,-2.75
HIP 73620,225.7252916,2.09127129,4.39,K0III,17.78,-55.93,12.94
HIP 73624,225.74704341,-32.64324605,5.45,B3V,9.32,-21.05,-19.66
HIP 73634,225.77534828,35.20577288,5.52,G8III:,11.85,-39.95,9.3
HIP 73695,225.94867417,47.65401409,4.83,G2V + G2V,78.39,-436.24,18.94
HIP 73706,225.99055401,65.91973604,6.22,A2Vs,7.03,22.96,-9.2
HIP 73714,226.01775793,-25.28185602,3.25,M3/M4III,11.17,-71.85,-44.69
HIP 73745,226.11190457,26.94765981,4.52,K2III,13.04,-176.31,-4.52
HIP 73764,226.17875658,-40.86124206,6.29,M6III,5.09,-4.84,-36.25
HIP 73771,226.19567959,-83.03826851,5.65,G8Ib,1.88,-8.65,-17.65
HIP 73776,226.20020549,-64.03137307,5.16,G8III,12.2,102.92,9.47
HIP 73807,226.27960699,-47.05119386,3.91,B5,6.56,-23.39,-21.11
HIP 73826,226.32978505,-41.06723379,5.13,G8III,8.88,22.64,-0.84
HIP 73841,226.35788174,48.15090031,5.59,A1V,12.55,-65.26,29.71
HIP 73850,226.39124303,-30.55106819,6.48,F6V,31.4,10.6,83.89
HIP 73881,226.51007058,-48.8833679,6.48,B3V,1.91,-2.26,-9.58
HIP 73901,226.55812576,-36.26458513,6.27,K5III,2.39,-23.58,-5.68
HIP 73909,226.5694546,54.55628697,5.24,G8III,12.53,47.07,12.81
HIP 73927,226.61291084,-22.03170347,6.13,K0III,16.69,69.94,-52.06
HIP 73937,226.63838694,-30.91841299,5.97,Ap Si,10.44,-23.0,-28.66
HIP 73941,226.64663107,36.45596449,6.35,F8V,33.91,-64.31,40.36
HIP 73945,226.65674312,-16.25676124,5.19,K5III,4.26,-36.41,-23.28
HIP 73953,226.7045765,-16.48432063,6.41,A1V,7.89,-62.33,-16.71
HIP 73966,226.73322523,-52.02974968,6.4,B3III,3.21,-2.86,-12.31
HIP 73996,226.82477948,24.86959294,4.93,F5V,50.7,184.81,-163.51
HIP 74000,226.83476051,18.44194658,6.03,A3V,13.35,43.15,-49.97
HIP 74006,226.85805467,-49.08863539,5.77,G8III,9.35,22.29,9.5
HIP 74026,226.91801634,5.49808887,6.16,K0III,6.11,-0.71,-22.01
HIP 74044,226.98396597,-61.12865899,6.49,F2III,8.02,-0.47,-5.81
HIP 74047,226.98645795,-65.27543844,6.18,K3III,4.11,9.04,-4.52
HIP 74066,227.0506105,-40.58385604,5.75,B8IV Si,7.9,-28.59,-30.38
HIP 74083,227.08142101,50.0550062,6.33,K0III,7.71,-3.93,-21.2
HIP 74087,227.09908475,26.30118271,5.67,K2III,7.77,1.14,-12.41
HIP 74096,227.14818718,25.10863675,5.82,K1III,6.39,-1.91,-0.69
HIP 74100,227.16338993,-42.86786973,5.85,B7V,7.34,-20.52,-21.29
HIP 74117,227.21095653,-45.27979406,4.07,B3V,8.02,-17.32,-26.11
HIP 74121,227.22307913,13.23506161,6.16,G6V:,5.6,-45.21,74.29
HIP 74181,227.35639755,-63.64288115,6.25,A0p,5.87,-10.77,-20.19
HIP 74184,227.37466411,-67.08412683,5.76,F8Iab-Ib,0.54,-3.94,-2.59
HIP 74224,227.5305968,-38.79246057,5.98,G6III,6.98,-24.53,-20.85
HIP 74239,227.57771621,-26.3326008,5.75,K0III,7.25,-32.15,-8.39
HIP 74272,227.6849835,67.78106662,6.18,A8Vn,6.47,21.69,-13.02
HIP 74273,227.68737266,-61.4222927,6.29,G3IV,41.41,-184.95,-11.27
HIP 74296,227.78664063,-84.78782184,5.88,B9.5V,10.24,3.22,4.03
HIP 74305,227.81660117,-55.34601439,5.45,G2Ib/II,1.61,-3.82,-7.41
HIP 74336,227.8950643,-45.27749513,6.44,K1III,8.38,-14.68,14.9
HIP 74376,227.98400434,-48.73770212,3.88,B9V,17.89,-96.52,-47.97
HIP 74380,227.99068761,-48.74357642,5.7,A3IV,16.89,-98.31,-45.39
HIP 74386,228.01780223,18.97600352,5.9,M4III,3.93,-16.41,11.38
HIP 74391,228.05015284,-19.10642417,6.49,K4III,5.87,-40.75,-23.77
HIP 74392,228.05546736,-19.79163143,4.54,Asp...,8.66,-35.59,-32.55
HIP 74395,228.07167982,-52.09907465,3.41,G8III,28.06,-113.94,-71.0
HIP 74418,228.13010521,-48.21889226,6.32,K2III,6.92,-24.46,-40.98
HIP 74421,228.14169683,-72.77056092,6.02,B8/B9III,3.84,-14.43,-15.72
HIP 74449,228.20668641,-44.50035965,4.83,B3IV,7.18,-20.49,-22.2
HIP 74470,228.25428258,-61.74376411,6.27,K4Ib,0.43,-4.82,-6.5
HIP 74479,228.28199335,-36.09136973,6.09,B8V,9.0,-22.9,-22.85
HIP 74490,228.32260826,-24.00827351,6.47,B8III,7.91,-22.93,-19.97
HIP 74493,228.3300764,-19.64745418,6.07,A2V,14.89,-48.01,-48.64
HIP 74500,228.37052116,-25.30916439,6.47,G5V,38.98,-399.01,-75.1
HIP 74505,228.38266153,22.98315563,6.31,A2V,11.58,49.61,99.99
HIP 74514,228.39827998,38.26481607,6.19,K2III:,7.43,-6.89,-47.72
HIP 74539,228.47217392,-26.19355939,5.84,G8/K0II,3.55,-14.01,-4.17
HIP 74552,228.49663305,-61.34292666,6.36,B5V,3.93,-7.13,-20.76
HIP 74561,228.52506116,31.78791816,5.98,K5,5.57,42.18,-30.19
HIP 74571,228.54288301,42.17144853,6.12,M2III,3.25,23.74,-16.08
HIP 74582,228.57986595,-70.07945566,5.75,N0v,2.18,4.39,-8.24
HIP 74596,228.62168817,29.16422593,5.28,A2V,14.4,-69.99,28.32
HIP 74600,228.64069691,-17.76853343,6.18,B9III,2.54,-14.58,-15.95
HIP 74604,228.6555245,-31.51912564,4.91,F3III,2.86,-9.72,1.83
HIP 74605,228.65834777,67.34767598,5.15,F9IV,39.51,221.51,-392.3
HIP 74623,228.71088802,-5.50257175,6.28,K2,3.58,-28.02,6.97
HIP 74649,228.79736045,4.93935226,5.32,K0III,6.98,-23.06,3.91
HIP 74666,228.87543241,33.31510222,3.46,G8III,27.94,84.84,-110.57
HIP 74689,228.9547494,0.37210753,5.62,A4V,20.2,-107.26,12.83
HIP 74690,228.96118036,50.93856795,6.47,G5,16.52,24.43,-45.91
HIP 74695,228.97321305,6.46488638,6.47,K0,2.69,-9.72,-19.17
HIP 74696,228.97358944,-48.07364079,5.96,A3m,19.32,5.08,-8.39
HIP 74707,229.01679847,-41.49114318,5.15,F:+...,2.54,-10.38,-4.87
HIP 74716,229.04361495,-43.48497791,6.05,B3IV,3.65,-7.82,-7.76
HIP 74732,229.09596946,-22.39942083,5.52,K2III,6.52,-33.86,1.83
HIP 74750,229.15289366,-60.9039866,5.74,B0.5V,1.7,-1.55,-4.09
HIP 74769,229.21601775,-47.86449697,6.46,G8III,5.77,-63.04,-19.5
HIP 74775,229.2294913,-46.20229188,6.44,F6V,18.75,-132.8,-26.01
HIP 74778,229.23707633,-60.95724479,5.04,O8.5V,0.51,-2.02,-4.08
HIP 74785,229.25196591,-9.38286694,2.61,B8V,20.38,-96.39,-20.76
HIP 74793,229.27450664,71.82387844,5.02,K4III,8.37,3.73,9.37
HIP 74824,229.3790009,-58.80087882,4.07,A3V,33.75,-98.39,-135.46
HIP 74837,229.41203255,-63.61048662,4.85,K2.5III,8.74,2.12,8.66
HIP 74857,229.45768699,-30.14866233,4.35,K1II/III,10.59,-8.71,-4.47
HIP 74875,229.53911005,-41.06113317,6.3,Am,12.45,41.36,-10.54
HIP 74896,229.60214092,20.57280967,5.68,G5IV,11.23,-14.57,-13.13
HIP 74901,229.60888718,-0.46123725,5.88,K5III,3.33,-11.6,1.28
HIP 74911,229.63353586,-47.87519201,4.27,B8V,11.22,-31.74,-32.82
HIP 74929,229.67211538,-31.20933138,6.18,G6/G8III,3.27,-8.12,-6.46
HIP 74941,229.7047785,-60.49632329,5.43,O7Iab:,0.02,-3.17,-4.57
HIP 74946,229.72787007,-68.67946723,2.87,A1V,17.85,-66.48,-32.0
HIP 74950,229.73495651,-40.78816875,5.59,B9V,6.34,-19.36,-21.78
HIP 74975,229.82741626,1.76665611,5.04,F8III-IV,40.46,373.24,-513.64
HIP 75000,229.87530891,32.51488753,6.33,A2m,11.72,-38.03,6.58
HIP 75003,229.88240574,-37.09680759,6.19,G8III/IV,8.46,-78.57,-145.36
HIP 75043,230.02142169,51.95848756,5.65,A4V,15.32,10.88,11.28
HIP 75049,230.03599149,29.61631109,5.51,K0III,11.9,-118.74,-42.02
HIP 75091,230.16899793,-67.48150132,6.27,B3V,2.6,-6.32,-10.16
HIP 75093,230.17352678,44.43462734,6.14,F4IVs,18.6,41.96,-103.55
HIP 75097,230.1822884,71.83397308,3.0,A3II-III,6.79,-18.03,17.68
HIP 75101,230.196555,-2.412917,6.34,K0V,27.08,-262.44,-170.16
HIP 75110,230.22367434,-18.15851255,6.16,G8II/III,5.17,-6.96,-59.67
HIP 75118,230.25566834,-15.54838584,6.14,F2V,18.31,27.14,18.15
HIP 75119,230.25842001,0.71558981,5.35,K3III,13.38,-42.48,-104.14
HIP 75125,230.27873641,24.95806599,6.36,K0,5.87,-26.56,-18.91
HIP 75127,230.28183604,-5.82482695,5.54,K1III,12.14,-51.92,-10.86
HIP 75141,230.34306833,-40.64745946,3.22,B1.5IV,6.39,-19.11,-24.05
HIP 75164,230.39714378,-40.74941653,6.21,A1V,10.23,-16.2,-26.88
HIP 75177,230.45181856,-36.26116729,3.57,K5III,9.99,-91.85,-86.03
HIP 75178,230.45253799,32.93366086,5.38,B9Vn,13.2,-48.83,13.91
HIP 75181,230.45655596,-48.31695913,5.65,G2V,68.7,-1622.71,-275.1
HIP 75206,230.53497528,-47.92746963,4.99,F8V,29.27,-141.44,-132.58
HIP 75230,230.59682931,12.56753162,6.29,A0V,7.33,0.2,-4.52
HIP 75256,230.65519206,62.04716944,5.99,A0sp...,7.07,9.3,-38.47
HIP 75257,230.65570869,39.58149619,5.56,K4III,1.23,2.21,-13.77
HIP 75260,230.66014565,63.34166375,5.72,K4III,8.59,-15.15,-92.4
HIP 75264,230.67036465,-44.68957314,3.37,B2IV-V,6.47,-20.25,-20.13
HIP 75294,230.75743362,-15.13407614,6.46,K4III,4.18,0.26,16.29
HIP 75304,230.78901374,-36.85843627,4.54,B4V,5.38,-18.05,-21.53
HIP 75308,230.79417262,-60.65710865,5.65,F7V,24.0,-81.96,-27.74
HIP 75312,230.80094284,30.28824114,4.99,G2V,53.7,125.77,-176.48
HIP 75323,230.84440733,-59.32069839,4.48,B5III + F8,6.4,-10.29,-36.57
HIP 75324,230.85418197,-46.14039293,6.49,G8III,6.59,-28.16,-9.24
HIP 75342,230.93194231,-1.02231511,6.11,F0V,18.2,76.73,-28.21
HIP 75352,230.96775654,-12.36941286,5.72,G8III,5.41,-37.69,-36.45
HIP 75369,231.02136799,45.27102537,6.07,K2III,6.76,-14.52,2.34
HIP 75379,231.04970889,-10.32189476,4.92,F5IV,30.9,-68.52,-152.65
HIP 75411,231.12306762,37.37696091,4.31,F0V,26.96,-147.68,84.69
HIP 75439,231.18761813,-39.71013154,5.36,Ap...,8.48,-25.25,-56.38
HIP 75458,231.2324337,58.96602354,3.29,K2III,31.92,-8.27,17.3
HIP 75501,231.33438516,-38.7335881,4.6,A0V,8.72,-46.05,-13.35
HIP 75530,231.44752151,15.42805438,5.16,M1III,3.55,-14.02,-7.51
HIP 75535,231.47209605,19.48072447,6.26,G0V,23.95,-53.07,-7.23
HIP 75565,231.5605344,-68.30918936,5.89,K0III,9.75,123.08,9.26
HIP 75572,231.5727702,34.3358496,5.46,K4III,6.66,-114.43,60.34
HIP 75587,231.63405177,54.02032734,6.44,A2IV,8.99,17.91,-13.68
HIP 75647,231.82560314,-36.76750151,5.46,B5V,7.79,-21.21,-24.02
HIP 75665,231.88792069,-64.531457,5.71,K5/M0III,4.8,-12.91,-19.25
HIP 75674,231.91195681,25.10165712,6.01,M1III,4.15,5.74,-12.72
HIP 75695,231.95771631,29.10549164,3.66,F0p,28.6,-181.39,86.84
HIP 75696,231.96434672,60.67022438,5.9,K5III,5.48,-16.9,-3.14
HIP 75730,232.06415852,-16.7164031,5.64,K4III,3.59,16.66,-33.36
HIP 75736,232.08618345,-88.13281448,6.49,Am,15.54,-88.78,-80.65
HIP 75742,232.11338713,-51.59792224,6.1,G2Ib,2.18,-2.55,-4.88
HIP 75761,232.15952692,1.84216258,5.15,A8IV,26.68,-84.56,-33.48
HIP 75770,232.18504295,47.20150189,6.15,Amvar...,6.81,-21.48,4.97
HIP 75788,232.23679161,55.1948491,6.45,A3m,10.89,-7.74,36.28
HIP 75790,232.2445393,-28.86681151,6.43,G0V,16.46,-43.93,-32.87
HIP 75810,232.30056522,16.39547022,6.38,G8III-IV,6.53,-32.84,61.0
HIP 75818,232.33040184,-38.63482699,6.44,F2V,15.88,-32.35,-70.76
HIP 75822,232.3380415,62.09955096,6.32,K5,4.79,-28.42,-8.88
HIP 75828,232.35115072,-46.7326907,5.26,K4III,3.68,-8.29,-5.56
HIP 75915,232.58877753,-41.91896389,6.23,B9V,6.48,-21.41,-26.18
HIP 75919,232.59491496,31.28597597,6.45,A4IV,7.09,-17.99,-18.25
HIP 75939,232.65103151,-20.72848221,6.2,A3V,13.93,8.5,-29.15
HIP 75944,232.66828146,-16.60945806,5.82,K0III,5.78,23.95,-2.61
HIP 75959,232.70497336,-71.65408347,6.39,B3V,3.1,-7.0,-21.76
HIP 75973,232.73229511,40.83306815,5.04,K5III,3.74,11.02,-8.81
HIP 75974,232.73297739,64.20850517,5.74,K0III-IV,10.24,-111.9,77.48
HIP 76006,232.84295934,36.61666057,6.39,F6III,14.47,-3.82,-25.47
HIP 76008,232.85439245,77.34933897,5.0,K5III,3.92,-46.89,5.31
HIP 76013,232.87841929,-73.38954647,5.4,B1npe,3.2,0.38,-18.28
HIP 76033,232.93104588,-20.16484591,6.28,A5V,13.65,-70.67,-31.33
HIP 76041,232.94580142,40.89936876,4.98,A5V,7.59,-13.73,-14.92
HIP 76048,232.95933926,-32.88106085,6.49,B6/B7V,7.19,-18.86,-21.18
HIP 76063,233.01760186,-38.62237167,6.23,A3III,18.64,-51.08,-70.5
HIP 76069,233.04032004,16.05615239,6.22,B9V,7.56,-2.87,6.76
HIP 76106,233.152971,-19.67036366,5.5,A2IV,14.39,-18.92,-39.51
HIP 76126,233.23011545,-16.85280725,5.53,B3V,4.24,-10.66,-15.26
HIP 76127,233.23248309,31.35915517,4.14,B6Vnn,10.49,-19.62,-8.94
HIP 76133,233.24144948,-1.18629929,5.5,K0III,12.06,-17.27,-41.17
HIP 76143,233.28972685,-24.49034196,6.26,A3/5V +A9/F2,9.84,-29.9,-37.28
HIP 76165,233.35122534,-40.49069892,6.4,K0III,5.34,40.1,-62.89
HIP 76198,233.46973117,17.13747753,6.49,F3III,15.92,-49.2,-48.72
HIP 76207,233.5072393,-40.06634857,5.82,M2III,1.97,-39.18,-34.5
HIP 76219,233.54383219,-10.06395962,4.61,K1IV,34.54,305.62,-234.12
HIP 76234,233.58697277,-39.34911922,6.36,B9V,8.95,-28.22,-37.49
HIP 76243,233.61055153,-9.18334968,5.16,B6IV,9.3,-32.01,-27.31
HIP 76259,233.65545605,-28.04690734,5.13,K2/K3III,8.84,16.72,-31.22
HIP 76267,233.67162293,26.71491041,2.22,A0V,43.65,120.38,-89.44
HIP 76276,233.7007926,10.53885916,3.8,F0IV,15.54,-72.63,3.17
HIP 76297,233.78525156,-41.16669497,2.8,B2IV,5.75,-16.05,-25.52
HIP 76307,233.81208385,39.01004619,5.14,M2III,5.71,24.61,8.63
HIP 76311,233.81757086,53.9221386,5.97,K4III:,8.24,-17.96,2.08
HIP 76333,233.88141398,-14.78955365,3.91,K0III,21.42,65.67,6.93
HIP 76337,233.88865569,17.65558738,6.1,G8III:,7.87,-77.08,-13.25
HIP 76366,233.95494368,38.37394659,6.3,K2,4.77,10.14,-8.31
HIP 76371,233.97193752,-44.95833688,4.55,B3IVp,7.51,-20.42,-21.48
HIP 76372,233.97244766,11.26568451,6.04,K0III:,4.62,-32.98,-11.83
HIP 76376,233.9878239,54.63056806,5.77,A2V,13.24,-38.19,-0.57
HIP 76395,234.04740479,-33.09274641,6.26,B8/B9V,8.89,-20.35,-24.51
HIP 76397,234.05056891,-44.39668903,5.44,M0III,4.95,-45.01,-55.17
HIP 76424,234.12164831,16.1190982,5.93,F3V,20.4,71.54,-5.54
HIP 76425,234.1231331,10.0104549,5.26,K0p,13.89,46.67,-114.73
HIP 76440,234.17994543,-66.31690469,4.11,K0III,15.09,24.51,-54.66
HIP 76456,234.22236763,29.99132177,6.46,F5V:,27.77,88.65,-57.38
HIP 76470,234.25607748,-28.13507099,3.6,K3III,16.76,-13.26,-3.48
HIP 76503,234.36877505,-26.27980785,6.19,B9IV,5.43,-11.13,-23.11
HIP 76509,234.38351097,54.50878294,5.85,K1III:,9.18,-35.17,-20.49
HIP 76519,234.41337239,69.28321732,5.65,M0III,3.7,-49.11,52.08
HIP 76532,234.45024464,-23.14151509,5.79,K0III,11.97,-31.72,-75.18
HIP 76534,234.45646241,40.35328811,5.25,G8III-IV,20.0,60.45,59.57
HIP 76552,234.51384287,-42.56748493,4.34,K4.5III,14.19,-147.6,56.35
HIP 76567,234.56583222,-28.20660943,6.32,K1III,5.8,14.76,-23.35
HIP 76568,234.56726549,46.79799524,5.76,F2V,27.98,97.18,-100.38
HIP 76569,234.56767525,-21.01615303,5.82,K0III,11.17,63.82,-71.39
HIP 76594,234.64250158,50.42335207,5.84,G8III,8.71,-4.69,-28.2
HIP 76600,234.66410153,-29.77768935,3.66,B2.5V,7.33,-22.1,-26.54
HIP 76603,234.66696618,-8.79142377,6.45,F6V,40.19,16.72,-27.28
HIP 76608,234.67570146,-39.12774671,6.05,A4:m...,5.21,15.37,5.22
HIP 76617,234.70356906,34.67507876,6.12,K0,7.09,-6.56,-16.19
HIP 76618,234.70626982,-52.37261965,5.43,B9V,7.13,-34.13,-30.86
HIP 76628,234.72711374,-19.30170914,5.36,G8III/IV,9.6,84.2,-75.23
HIP 76651,234.78968608,57.92441688,6.45,K1III,7.36,-5.85,3.87
HIP 76664,234.82757495,-77.91768742,6.19,K2II,9.61,-79.59,-130.26
HIP 76666,234.83912225,-23.15017112,6.33,B9.5V,10.67,-29.64,-21.82
HIP 76669,234.84451583,36.63582763,4.64,B7V+...,6.89,-15.29,-6.51
HIP 76705,234.94156188,-34.41189273,4.66,G8/K0III,13.32,5.65,-13.7
HIP 76716,234.98619135,-59.90781512,5.95,F6V,32.34,-121.9,-215.2
HIP 76733,235.04315137,12.05295354,6.22,G8II,3.08,-16.65,-8.22
HIP 76736,235.04844303,-70.22774887,6.45,A5V,12.94,-41.39,-55.11
HIP 76739,235.06483646,-31.21369404,6.35,K3III,5.13,-49.77,-31.64
HIP 76742,235.07043893,-23.81805841,4.97,K3III,8.55,-15.62,-8.18
HIP 76750,235.08899554,-73.44663458,5.64,B8IV,4.44,-12.76,-20.73
HIP 76809,235.24274992,-47.73598709,6.21,K5/M0III,3.69,-36.22,-42.71
HIP 76810,235.24619723,16.024629,6.0,G8III,7.24,22.16,-16.8
HIP 76829,235.29798226,-44.66055926,4.64,F5IV-V,57.09,-168.7,-265.69
HIP 76852,235.38788463,19.67050566,4.51,A1V,16.97,-59.86,-43.23
HIP 76866,235.44746556,12.84753869,5.34,A0p Sr,14.28,39.68,-4.55
HIP 76877,235.47793121,-76.08186451,5.95,B9V,8.65,-8.2,-38.98
HIP 76878,235.47815864,18.46389861,5.8,A2m,18.78,-73.0,56.85
HIP 76880,235.48674445,-19.67857446,4.75,K5III,8.16,-33.21,-104.33
