name,ra_deg,dec_deg,vmag,spectral,parallax_mas,pmra_mas,pmdec_mas
HIP 76935,235.65513075,-49.48949872,6.02,K2III,6.31,-4.14,-22.55
HIP 76939,235.65980143,-37.4248964,5.23,G8/K0III,12.04,-50.36,-16.11
HIP 76945,235.67098805,-34.71033325,4.75,B5V,8.24,-23.96,-30.43
HIP 76952,235.68599269,26.29551419,3.81,A1Vs,22.48,-112.52,50.7
HIP 76957,235.71176316,52.36083046,5.48,B9p...,10.3,-66.3,29.68
HIP 76985,235.79392869,13.6677537,6.48,G5III,5.18,-20.16,-35.87
HIP 76996,235.81708657,-84.46550807,5.57,A2V,15.02,137.01,96.74
HIP 77007,235.85358992,-15.04299844,6.3,K0III,7.94,-3.94,-95.38
HIP 77042,235.98033174,-60.28720496,6.46,G0Ib,2.42,-3.36,-5.03
HIP 77048,235.99716849,32.51582804,5.57,G9III:,13.11,-28.8,-8.69
HIP 77052,236.00769128,2.51552506,5.86,G5V,68.16,-44.96,-144.73
HIP 77055,236.01443312,77.79449901,4.29,A3Vn,8.68,20.07,-2.5
HIP 77060,236.01841829,-15.67267949,5.41,A6IV,22.21,-34.49,-63.48
HIP 77070,236.06664914,6.42551971,2.63,K2III,44.54,134.66,44.14
HIP 77086,236.09453394,-41.81901826,5.93,A0V + B,7.07,-17.7,-28.98
HIP 77111,236.17562438,17.26421031,6.15,A0V,10.16,-30.44,6.59
HIP 77138,236.24839094,-50.78540737,6.41,A3V,10.15,-52.04,-23.1
HIP 77163,236.34778279,5.44732255,5.57,A1V,8.49,27.17,-3.19
HIP 77186,236.41458802,0.89104971,6.32,K0III,5.27,11.8,-4.39
HIP 77227,236.52354097,-1.80411556,5.39,B8III,7.99,-21.84,-31.77
HIP 77233,236.54672877,15.42192602,3.65,A3V,21.31,68.54,-41.31
HIP 77235,236.55372448,-28.06142741,6.49,F0V,14.69,-63.36,-22.14
HIP 77257,236.61144121,7.35323973,4.42,G0Vvar,85.08,-225.51,-68.52
HIP 77272,236.64534336,55.47460243,5.94,K3III,3.13,-120.14,77.5
HIP 77277,236.66647764,62.59969448,5.19,A2IV,12.0,40.0,-56.54
HIP 77286,236.68429408,-34.68238898,5.61,B8V,8.4,-19.83,-26.63
HIP 77287,236.68929693,-6.1203582,6.24,K0,3.48,-11.94,1.26
HIP 77336,236.82230086,14.11527157,5.71,A3V,12.95,-54.99,31.57
HIP 77350,236.85682665,-40.19410649,6.41,G8III/IVp..,7.87,-156.61,-42.63
HIP 77358,236.87253619,-37.9157923,6.01,G6IV,65.6,-416.81,-213.86
HIP 77370,236.90797351,55.37661523,5.85,A3m,12.56,12.64,4.82
HIP 77390,236.9712309,-65.44218988,5.54,A5,8.03,-27.98,-41.74
HIP 77397,237.0074688,31.73572158,6.41,K5,3.96,1.81,-43.76
HIP 77412,237.05546553,13.78933425,5.98,K2III,7.41,-8.84,-105.44
HIP 77442,237.1434012,28.15677692,5.89,"C0,0 (F8pe)",0.54,-2.1,-11.52
HIP 77450,237.18503586,18.1417793,4.09,M1III,9.36,-51.78,-88.72
HIP 77454,237.21006296,-52.4382273,6.05,K2/K3III,4.22,2.24,-11.83
HIP 77464,237.23672761,-3.81852811,5.53,A5IV,20.34,-29.12,6.18
HIP 77512,237.39874182,26.06854936,4.59,G5III-IV,19.71,-79.85,-63.78
HIP 77516,237.40527375,-3.43014112,3.54,A0V,20.94,-98.07,-27.41
HIP 77541,237.48967022,-48.91238226,5.86,A2IV,16.82,-27.63,-10.43
HIP 77562,237.52962796,-53.20967534,5.78,B8V,9.0,-27.6,-39.07
HIP 77574,237.56783711,-45.40163254,6.11,F0V,22.24,39.58,-33.54
HIP 77578,237.57303895,2.19662489,5.21,G8III,12.4,30.15,-47.62
HIP 77622,237.70371344,4.4775798,3.71,A2m,46.39,127.98,61.87
HIP 77634,237.7397573,-33.62710488,3.97,B9.5III-IV,15.86,-5.92,-24.91
HIP 77635,237.74480683,-25.75123489,4.63,B1.5Vn,6.25,-13.64,-24.91
HIP 77645,237.77836547,-55.05552532,5.74,B2II,0.89,-2.95,-3.08
HIP 77655,237.80807231,35.65822638,4.79,K0III-IV,32.13,-8.07,-347.41
HIP 77660,237.81519764,-3.09042957,5.09,A3Vn,20.47,-92.51,-27.56
HIP 77661,237.81642977,20.97787548,4.74,K5III,8.26,-54.7,17.99
HIP 77678,237.88131664,-47.06071935,6.0,K1IV,7.43,-113.11,-33.41
HIP 77689,237.91003658,-14.13356721,6.2,G8III,4.71,-20.28,-7.01
HIP 77729,238.05370687,-29.88634407,6.39,K0III,12.41,-136.52,-85.51
HIP 77738,238.06909055,55.82658167,5.81,G8III:,9.09,-23.82,54.06
HIP 77760,238.16747684,42.44998796,4.6,F9V,63.08,438.97,629.52
HIP 77782,238.23395552,17.40316981,6.29,K0,6.72,-55.17,-8.23
HIP 77801,238.30078139,13.19799059,6.07,G0IV,57.27,-150.56,-562.69
HIP 77811,238.33358671,-20.16699405,5.04,B3V,9.15,-3.61,-19.0
HIP 77817,238.34557097,-62.60654867,6.22,K3III,5.23,-5.22,-14.1
HIP 77835,238.39523924,16.07498779,6.21,F5II-III,11.32,21.28,-22.69
HIP 77840,238.40303498,-25.32708018,4.59,B2.5Vn,7.52,-14.42,-25.4
HIP 77853,238.45615438,-16.7296223,4.13,K0III,20.02,100.12,135.27
HIP 77858,238.47467996,-24.53309547,5.38,B5V,7.87,-13.51,-25.42
HIP 77859,238.48280036,-23.97803598,5.41,B2V,8.3,-12.88,-24.06
HIP 77900,238.62549047,-27.33857445,6.15,B7V,6.14,-13.48,-26.41
HIP 77902,238.64443288,20.31086363,5.45,M0III,5.42,-83.83,43.04
HIP 77907,238.6578213,43.13840642,5.35,M3III,5.21,-33.32,66.12
HIP 77909,238.66474184,-25.24367939,5.87,B8III/IV,7.16,-12.29,-25.45
HIP 77910,238.66780783,8.58033887,6.28,A7Vn,13.54,2.3,-0.64
HIP 77927,238.719324,-60.74364091,6.14,B9II,1.91,-2.02,-4.02
HIP 77939,238.75154369,-19.38288098,5.95,B2/B3V,5.23,-10.63,-18.38
HIP 77952,238.78670013,-63.42974973,2.83,F2III,81.24,-188.45,-401.92
HIP 77982,238.87338903,-68.60298616,5.11,G6VII,1.09,-8.9,-6.27
HIP 77984,238.87542764,-26.26592073,5.63,A3V,7.55,-34.96,-29.93
HIP 77985,238.87714588,-31.08370458,6.21,K4III,8.24,30.28,24.98
HIP 77986,238.87754361,42.56615229,5.73,B9p,6.77,-23.28,16.79
HIP 77990,238.88508797,-60.17747419,5.78,Amvar,19.09,-47.33,-71.19
HIP 77995,238.91607323,18.62077132,6.26,B8III,1.98,-7.84,-10.67
HIP 78012,238.94818797,37.94676324,5.43,F0IV,24.12,29.45,80.08
HIP 78017,238.95690735,58.91170971,6.31,A0V,7.01,-31.85,26.62
HIP 78045,239.02482214,-60.48230498,5.76,A3V,15.15,-36.48,-70.88
HIP 78046,239.02848203,-39.8643211,6.04,B9V,5.16,4.05,-17.7
HIP 78058,239.05832091,-31.7858926,6.29,F3/F5V,19.81,47.83,4.25
HIP 78059,239.0600243,-14.39921453,6.32,F6V,15.64,41.39,-77.19
HIP 78072,239.11247598,15.66473327,3.85,F6V,89.92,311.2,-1282.17
HIP 78078,239.13887891,-14.82935289,6.11,A2Ib/II,18.89,71.62,-35.2
HIP 78104,239.22119438,-29.21401221,3.87,B2IV/V,7.97,-15.2,-25.1
HIP 78105,239.2228396,-33.96602225,5.14,A3V,16.35,23.8,-45.97
HIP 78106,239.22543843,-33.96415999,5.59,B9V,16.64,20.26,-49.68
HIP 78117,239.26645246,-48.16191945,6.31,F1IV,20.22,-104.9,-109.76
HIP 78132,239.31101948,14.41426805,5.54,K1IV,14.36,-120.83,87.25
HIP 78142,239.33888563,-36.1853138,5.78,K0/K1III+..,3.51,-9.83,-12.37
HIP 78153,239.3744765,39.69496436,6.3,K0,8.23,-65.19,49.98
HIP 78159,239.39709121,26.87802632,4.14,K3III,14.2,-76.55,-60.24
HIP 78168,239.41862315,-20.98302564,5.84,B3V,7.16,-10.0,-22.35
HIP 78180,239.44830388,54.74950359,4.96,F0IV,29.57,-150.18,106.47
HIP 78207,239.54740116,-14.27931773,4.95,B8Ia/Iab,6.36,-12.29,-16.77
HIP 78236,239.62835853,-37.5038246,6.31,K0III,5.33,-12.9,-21.87
HIP 78246,239.64530965,-24.83142974,5.43,B5V,6.68,-11.41,-24.06
HIP 78265,239.71300283,-26.1140428,2.89,B1V + B2V,7.1,-12.0,-25.71
HIP 78276,239.7403975,36.64370627,5.61,K5III,3.63,25.2,27.65
HIP 78279,239.74233223,-65.03756903,5.74,B7III,4.33,-9.49,-6.78
HIP 78286,239.76823455,49.88117823,6.04,F0IV,20.4,21.48,-55.61
HIP 78323,239.87623269,-41.74439602,4.99,G8III,8.59,-37.76,-16.51
HIP 78355,239.97562034,-54.02089127,6.1,B5IV,2.53,-6.98,-8.01
HIP 78360,239.97974391,-78.02709871,6.4,F3IV,11.82,-1.68,-73.47
HIP 78384,240.03058543,-38.39664079,3.42,B2.5IV,6.61,-16.58,-27.06
HIP 78400,240.08324525,-16.53238334,5.47,F7V,30.49,-636.53,-397.92
HIP 78401,240.08338225,-22.62162024,2.29,B0.2IV,8.12,-8.67,-36.9
HIP 78436,240.19850629,-8.41132413,5.53,A0Vs,7.1,-15.05,-11.99
HIP 78442,240.21316189,4.42718026,5.82,K0III:,13.62,-43.01,75.24
HIP 78445,240.22374303,-40.43556029,6.21,A0V,8.8,15.08,32.89
HIP 78459,240.26166247,33.30538815,5.39,G2V,57.38,-196.89,-773.01
HIP 78469,240.27710869,-54.57779898,6.12,A7III,7.28,-38.4,-41.21
HIP 78476,240.29466406,-63.77652924,6.42,F8II,1.59,-3.23,-3.5
HIP 78481,240.30977487,17.81802578,5.1,G8III,10.58,-46.09,152.84
HIP 78486,240.33145077,-31.88913378,6.33,K4III,5.93,9.66,-1.25
HIP 78493,240.36079431,29.85107821,4.98,A0p...,9.29,-38.2,-6.9
HIP 78527,240.4737656,58.56443739,4.01,F8IV-V,47.79,-320.07,334.96
HIP 78540,240.51869322,-51.12073342,6.38,B5V,4.51,-11.88,-15.38
HIP 78542,240.52315266,52.91600607,5.93,K5III,3.98,1.8,-36.56
HIP 78554,240.57370453,22.80439543,4.82,A3V,18.42,4.57,24.04
HIP 78575,240.66416321,-29.13577664,6.07,K2/K3III,7.23,34.54,-9.53
HIP 78592,240.69937951,46.03685378,4.72,B9III,8.68,56.01,-61.25
HIP 78603,240.71887986,-62.54152474,6.25,B9.5V,9.62,-30.89,-26.69
HIP 78632,240.78902902,59.41081205,6.19,M1III,3.69,-18.57,-30.45
HIP 78639,240.80358419,-49.22972074,4.65,G8III,14.97,41.18,10.39
HIP 78649,240.83066182,36.63181986,5.79,A2V+...,4.72,8.03,-13.52
HIP 78650,240.83611243,-25.86514891,4.96,K3III,15.39,-67.89,-37.57
HIP 78655,240.85084398,-38.60247122,4.9,B6III/IV,6.19,-17.68,-28.54
HIP 78661,240.88081682,76.79388926,5.73,A3V,5.61,-17.52,20.44
HIP 78662,240.88425437,-57.77487351,4.63,A7IV,23.26,-118.32,-78.34
HIP 78665,240.89326968,-32.00046745,6.0,F5IV/V,18.28,-37.6,-29.22
HIP 78685,240.94047189,4.98679189,6.07,G9III,8.37,-38.08,17.25
HIP 78699,240.97794097,-24.72632678,6.22,K2/K3III,5.46,-4.22,5.95
HIP 78710,241.02584141,-59.17617237,6.4,K1II/III,1.26,-4.71,-4.14
HIP 78726,241.07432893,-33.21363541,6.1,F3III,8.14,-29.4,-34.06
HIP 78731,241.08885185,-53.71033327,6.46,B9II/IIIp..,3.11,-3.09,-17.21
HIP 78747,241.15379632,-37.86266825,5.91,F3V,25.1,-128.48,-116.19
HIP 78820,241.35931206,-19.80539286,2.56,B0.5V,6.15,-6.75,-24.89
HIP 78821,241.36073017,-19.80184191,4.9,B2V,2.88,-34.59,-7.47
HIP 78840,241.40805867,8.09624575,6.27,A3m,8.1,7.55,0.79
HIP 78849,241.43552422,-6.2911431,6.35,F2IV,12.81,50.0,5.83
HIP 78868,241.48284121,-72.40107181,5.7,K1IIICNII,11.31,-33.29,71.48
HIP 78870,241.49930167,-6.13974091,6.39,K0,9.39,-34.19,-5.3
HIP 78877,241.52660087,-23.60624433,5.9,B8V,6.7,-10.98,-29.18
HIP 78893,241.5822169,67.80998136,5.44,A0Vn,11.92,-35.94,62.65
HIP 78914,241.6225984,-45.17327517,4.73,Am,26.41,17.47,37.03
HIP 78918,241.64815129,-36.80221297,4.22,B2.5Vn,7.94,-15.84,-31.06
HIP 78933,241.70180197,-20.66913479,3.93,B1V,7.7,-10.55,-23.73
HIP 78955,241.76469512,-14.0713202,6.32,G5V,34.6,-261.22,11.77
HIP 78970,241.81739481,-36.75553887,5.72,F0/F2V,19.22,52.54,-56.45
HIP 78985,241.84244021,21.82271909,6.15,K4III,5.76,-13.38,-42.98
HIP 78989,241.85035422,-56.19095697,6.16,F2II,2.55,-0.8,0.31
HIP 78990,241.85125058,-20.8686541,4.31,G6/G8III,12.32,43.68,-45.3
HIP 79005,241.9018359,-12.74534315,5.75,B9V,7.66,-41.67,-27.64
HIP 79007,241.90646234,9.89176025,5.63,A7V,12.12,-20.84,-7.13
HIP 79031,241.96622959,-24.46229118,6.32,B8IV/V,8.5,-9.52,-23.92
HIP 79043,242.0189437,17.04699349,5.0,G8III,8.4,-34.29,-5.46
HIP 79045,242.02070728,17.05445306,6.25,K1III,6.92,-20.63,-29.4
HIP 79050,242.03133733,-26.32666483,5.35,M2III,7.67,99.72,-5.78
HIP 79072,242.11701282,8.53432477,5.69,M3.5IIIa,5.74,-13.62,-6.16
HIP 79086,242.15220976,8.61324825,6.47,M4III,6.97,-30.26,-29.91
HIP 79098,242.18219664,-23.68535317,5.86,B9V,7.65,-10.21,-25.79
HIP 79101,242.19249715,44.93481883,4.23,B9MNp...,14.27,-25.98,35.86
HIP 79102,242.19434273,17.20571235,6.13,A0Vnn,8.88,-19.13,-30.74
HIP 79119,242.24303566,36.49010935,4.73,K0III-IV,28.84,-40.71,343.47
HIP 79120,242.24541959,3.45444515,5.93,K5III,7.58,-36.32,12.17
HIP 79125,242.26215069,57.93780185,6.33,A1V,8.13,-23.7,33.37
HIP 79137,242.29609713,6.38050993,5.93,K1+...,32.84,258.17,-746.68
HIP 79153,242.32734737,-57.93417299,5.57,B9V,12.02,-13.19,-59.65
HIP 79164,242.35836422,55.82891851,6.43,K0,7.45,-32.69,23.18
HIP 79173,242.38232104,-32.64893835,6.18,K1III,9.49,-22.76,-30.22
HIP 79195,242.46055144,-3.46673076,5.39,K4III,6.6,-24.27,0.64
HIP 79199,242.46919686,-33.54569572,5.5,B8V,7.53,-25.69,-44.91
HIP 79203,242.48046789,-18.34045197,6.43,F3V,20.25,-67.44,-69.2
HIP 79280,242.70636884,75.87753079,5.48,B8V,4.9,-1.38,13.19
HIP 79302,242.75886281,-29.41600661,5.09,K0III,12.77,-85.58,-87.92
HIP 79320,242.82403118,-41.11949816,5.86,F0IV,14.44,-79.37,-125.52
HIP 79332,242.86973483,16.66567858,6.09,A0V,7.41,2.15,5.75
HIP 79349,242.90853829,23.49482992,5.74,M4IIIa,5.76,-21.23,-11.72
HIP 79350,242.91498299,33.34272966,6.3,K2III,6.33,5.07,14.22
HIP 79357,242.94835302,42.37450876,5.89,K4II+...,3.49,-6.95,24.71
HIP 79358,242.95025417,36.42516245,5.62,K3III SB,5.34,-8.89,-28.0
HIP 79374,242.99891879,-19.46064684,4.0,B2IV,7.47,-9.7,-25.25
HIP 79375,243.00000648,-10.06418514,4.93,A3IV,19.79,-21.92,-27.95
HIP 79385,243.02727947,39.0555758,6.39,K0,3.76,-3.91,-21.39
HIP 79387,243.03037216,-8.54757943,5.43,A4V,13.05,44.39,1.45
HIP 79399,243.06689523,-28.4172057,5.67,B9V,10.94,-22.99,-40.9
HIP 79404,243.07588221,-27.92631564,4.58,B2V,6.97,-10.31,-23.17
HIP 79414,243.10574027,67.14427933,6.21,G8III,6.71,-11.94,-42.55
HIP 79420,243.13415319,75.21059442,6.36,K2IV,4.26,-43.51,35.73
HIP 79441,243.18927382,26.67065993,6.48,F3V,13.68,68.89,-31.74
HIP 79463,243.2358369,-4.22076069,6.26,A1V,5.85,-29.74,-19.79
HIP 79488,243.31420074,5.0210989,5.46,K5III,7.68,36.31,-5.11
HIP 79490,243.3207238,-53.67116378,6.03,M0III,0.66,-3.95,-3.14
HIP 79497,243.34499914,-55.54084556,5.78,F2III,14.13,-100.49,-41.91
HIP 79509,243.36972631,-54.63041289,4.95,G4III,7.45,-5.33,-22.48
HIP 79522,243.41094585,-1.47514027,6.45,K0,10.05,-52.21,3.07
HIP 79530,243.4396004,-24.42204574,6.4,B6IV,7.2,-9.97,-19.22
HIP 79540,243.46211879,-11.83772219,5.24,K3III,7.43,-5.96,-10.11
HIP 79581,243.55658859,5.90189736,6.3,K2III,9.75,43.64,-21.04
HIP 79593,243.58652601,-3.69397562,2.73,M1III,19.16,-45.83,-142.91
HIP 79596,243.59321316,-33.01104217,5.91,K0III,5.07,-8.41,-18.79
HIP 79599,243.62038964,-21.10756359,6.41,B9V,9.45,-16.07,-29.73
HIP 79601,243.63944201,73.39480814,6.02,A3V,4.36,-10.86,34.33
HIP 79605,243.66375587,-18.535343,6.32,K1III,11.56,-92.49,-125.94
HIP 79607,243.67100328,33.85882404,5.23,F8V,46.11,-266.47,-86.88
HIP 79622,243.72265106,-25.47692204,6.06,B8V,7.06,-9.79,-22.09
HIP 79653,243.81394732,-47.37190984,5.13,B8V,11.06,-36.77,-45.86
HIP 79661,243.84991794,-42.89940996,6.14,K2III,13.33,-29.21,-4.92
HIP 79664,243.85944228,-63.68564897,3.86,G5II,5.25,3.51,-13.49
HIP 79666,243.86948873,18.80829264,5.72,K3III,10.31,-68.39,-84.77
HIP 79672,243.90472242,-8.36823651,5.49,G1V,71.3,232.16,-495.84
HIP 79686,243.94727071,27.42217655,6.14,K2,7.38,-33.95,-39.13
HIP 79689,243.95754643,-57.91222851,5.61,A5III,8.82,-12.12,-49.86
HIP 79692,243.9645463,-14.84911862,6.09,A0III,5.31,6.56,1.45
HIP 79754,244.18029083,-53.81110764,5.45,M2IV,4.05,8.62,-0.67
HIP 79757,244.18654828,29.1503022,5.8,A3V,3.95,23.6,-17.05
HIP 79781,244.23032857,-3.95336481,6.18,A9Vn,21.0,38.91,6.67
HIP 79787,244.24577701,-53.69595914,6.4,G5V,13.84,-58.94,-113.01
HIP 79788,244.24667464,-20.10407073,6.4,G8III,5.17,-5.79,-7.06
HIP 79790,244.25389798,-50.06811224,4.97,F9Ia,2.27,-2.24,-3.96
HIP 79797,244.27284183,-67.94107968,5.95,A4V,18.13,-44.74,-84.65
HIP 79804,244.31391116,59.75496116,5.37,M4IIIa,4.96,6.81,25.56
HIP 79812,244.33739454,-53.08626474,6.3,A7V,12.91,-59.47,-49.7
HIP 79822,244.37708768,75.75470385,4.95,F5V,33.52,-89.94,257.8
HIP 79867,244.54086863,68.55443584,6.39,K0,5.49,-24.68,44.88
HIP 79881,244.57467023,-28.61377598,4.8,A0V:,23.23,-33.79,-100.59
HIP 79882,244.58016994,-4.69260809,3.23,G8III,30.34,82.39,40.08
HIP 79938,244.75180357,-14.87282262,5.97,K3IIICNpvar,3.77,-21.18,-1.13
HIP 79945,244.7821306,-20.21803464,6.29,K0III,6.65,16.84,-15.31
HIP 79953,244.79680216,49.03807805,5.93,K6III,5.11,-21.35,33.4
HIP 79963,244.82350183,-42.67394008,5.44,A3Vn,6.97,6.62,-10.28
HIP 79980,244.88617634,-30.90676896,5.53,F5IV,24.1,82.88,21.81
HIP 79992,244.93519958,46.31327084,3.91,B5IV,10.37,-13.15,39.31
HIP 80000,244.96069832,-50.15537923,4.01,G8III,25.58,-159.36,-52.84
HIP 80008,244.98017016,39.70859042,5.48,F3IV-V,37.29,-129.35,-2.49
HIP 80021,245.01787748,21.13273671,6.04,G8II,9.46,-23.66,-51.93
HIP 80047,245.08681283,-78.69565609,4.68,M5III,4.26,-9.91,-36.59
HIP 80054,245.10512753,-55.13967135,5.76,G6III,8.98,19.61,-14.3
HIP 80057,245.11193231,-78.66742066,5.27,K3III,4.92,-1.67,-30.98
HIP 80066,245.13594772,-39.430235,6.11,B9V,6.57,-14.1,-45.0
HIP 80079,245.15909758,-24.16928427,4.55,A4II/III,2.77,-4.23,-14.71
HIP 80112,245.29717718,-25.59275259,2.9,B1III,4.44,-10.03,-18.03
HIP 80161,245.45308916,69.10941712,5.26,K2III,11.09,-18.48,-10.59
HIP 80170,245.48018203,19.15302185,3.74,A9III,16.69,-47.44,44.61
HIP 80179,245.51850007,1.02892219,4.82,F0V,36.56,-156.01,48.09
HIP 80181,245.52454222,30.89173424,4.86,K0III,17.76,-97.35,107.68
HIP 80197,245.58925615,33.79914473,5.2,M2III,5.87,5.52,-38.25
HIP 80208,245.61669217,-49.57229123,5.32,B6IV,5.86,-12.32,-26.01
HIP 80212,245.62114131,-43.91202357,5.89,G2Ib,3.13,-8.44,-11.32
HIP 80214,245.62175969,33.70335685,5.4,K5III,5.98,-5.22,50.03
HIP 80227,245.66212496,-2.07985224,6.24,B9V,8.01,-7.82,-7.36
HIP 80247,245.7353487,32.33303005,6.41,A4Vn,6.33,22.17,-7.14
HIP 80309,245.9466244,61.69637867,5.67,G8III,7.91,-29.54,33.99
HIP 80324,245.98635397,-33.19932914,6.45,A0V+...,8.56,-10.65,-27.49
HIP 80331,245.99794523,61.51407536,2.73,G8III,37.18,-16.98,56.68
HIP 80337,246.00514651,-39.19298857,5.37,G3/G5V,77.69,72.64,3.41
HIP 80343,246.02582204,-20.03721137,4.48,K0III,18.32,-21.48,-47.53
HIP 80351,246.04511352,6.94817146,5.83,A2sp...,9.55,4.57,14.72
HIP 80375,246.10552808,55.2050456,5.75,A2svar...,8.9,11.87,20.67
HIP 80390,246.13235569,-37.56597007,5.42,B8V,6.97,-14.06,-30.44
HIP 80399,246.16552568,-29.70446361,5.4,G0,31.82,69.27,-82.06
HIP 80421,246.22557137,-45.34946169,6.32,A2/A3V,10.92,21.4,-15.18
HIP 80455,246.34229561,-63.12523806,6.14,A1V,7.61,-19.16,8.72
HIP 80460,246.35069083,37.39407872,5.53,A5V,12.73,2.63,0.18
HIP 80463,246.35387324,14.03341514,4.57,B9p Cr,13.87,39.39,-59.89
HIP 80473,246.39633811,-23.44711764,4.57,B2V,8.27,-5.61,-25.04
HIP 80480,246.43136816,78.96360053,5.55,F0V,23.61,-113.04,104.23
HIP 80514,246.54756086,11.40746123,6.11,G8III,9.11,-48.05,13.02
HIP 80558,246.70859435,2.34798373,6.06,G8III,6.99,20.93,-16.42
HIP 80569,246.75599294,-18.45619698,4.22,B2Vne,6.67,-5.58,-22.22
HIP 80582,246.79603256,-47.5547359,4.46,B4V,8.16,-13.72,-20.63
HIP 80610,246.8844464,2.87065873,6.35,K5,5.96,6.39,-10.38
HIP 80620,246.93107061,-7.59755617,5.24,M2 comp,6.43,-0.95,-153.41
HIP 80628,246.95094563,-8.37170055,4.62,A3m,26.67,-67.26,-12.6
HIP 80645,246.98864198,-64.05800515,5.28,F4IV,24.75,52.71,26.08
HIP 80650,246.99605488,68.76805491,4.94,A0III,6.64,-24.53,33.82
HIP 80672,247.06024024,-37.17981606,5.79,K1IIICN...,10.22,15.06,-26.9
HIP 80675,247.06326516,-58.59970914,5.67,B9III,4.8,-22.18,-35.34
HIP 80682,247.08820161,67.04401224,6.45,M0,4.73,-20.61,-5.17
HIP 80686,247.11583852,-70.08467012,4.9,F9V,82.61,199.89,110.77
HIP 80693,247.14157201,0.66516717,5.41,K4IIIp,7.72,6.97,-67.95
HIP 80704,247.1605205,41.88169065,4.83,M6III:var,9.03,29.15,-5.51
HIP 80708,247.17646594,0.05509353,6.46,K5,10.89,-61.7,-98.11
HIP 80710,247.18088709,51.40772092,6.31,G9III,8.33,34.22,7.09
HIP 80719,247.20411533,-8.12867261,6.49,F2V,21.55,-55.59,-69.96
Antares (α Sco),247.35194804,-26.43194608,1.06,M1Ib + B2.5V,5.4,-10.16,-23.21
HIP 80782,247.42637688,-46.24321937,5.35,B1.5Iap,2.73,-3.42,-3.81
HIP 80788,247.43842678,-57.75631746,6.09,G8Ib,2.13,-2.41,-2.3
HIP 80793,247.44542879,-14.5508975,5.66,G5III/IV,12.18,33.75,7.57
HIP 80809,247.52532738,48.96122756,6.44,A1V,9.0,-48.37,-56.48
HIP 80815,247.55199128,-25.11515935,4.79,B3V,8.3,-3.42,-26.52
HIP 80816,247.55525697,21.4896485,2.78,G8III,22.07,-98.43,-14.49
HIP 80840,247.62506733,-7.51445768,6.46,A7Ib,1.74,2.51,2.67
HIP 80843,247.64001746,20.47934589,5.24,G8p,4.3,-89.48,-64.94
HIP 80850,247.66283125,77.44585077,6.35,K1III,8.0,-103.74,272.94
HIP 80874,247.70572277,-61.63348127,5.19,K0II/IIICN.,4.87,-11.39,-8.99
HIP 80883,247.72850509,1.98410056,3.82,A2V,19.63,-31.37,-73.0
HIP 80888,247.76162298,35.22510682,6.25,K5,3.26,-9.01,-16.75
HIP 80894,247.78497886,-16.61264015,4.29,G8/K0III,15.53,-44.57,-38.04
HIP 80898,247.80599042,22.19543891,5.76,K5III,3.52,-10.21,7.76
HIP 80910,247.84528782,-26.53755183,6.07,K1III,14.48,-28.16,-37.56
HIP 80911,247.84558957,-34.70432087,4.24,B2III-IV,4.37,-11.51,-18.56
HIP 80920,247.8679179,72.61220286,6.27,K2III,7.45,-36.92,55.72
HIP 80945,247.92404718,-41.81714208,5.31,B1Ia,0.38,-3.45,-1.06
HIP 80953,247.94681111,45.59818403,5.61,A4Vn,14.48,-7.89,39.89
HIP 80975,248.03411079,-21.46647783,4.45,Ap,18.66,20.21,36.23
HIP 80991,248.10689767,60.82334694,5.92,A2V,9.72,20.65,-9.79
HIP 81007,248.14865065,5.52122134,5.63,B9.5III,10.12,15.55,-0.41
HIP 81008,248.15165942,11.48823391,4.84,K4III,10.29,-178.38,-79.16
HIP 81065,248.36443409,-78.89695917,3.86,K0IV SB,20.44,-125.68,-77.59
HIP 81122,248.52091772,-44.04530868,4.86,B0Ia,0.7,0.52,-2.53
HIP 81126,248.52578863,42.43689565,4.2,B9Vvar,10.79,-9.03,59.8
HIP 81141,248.58070589,-70.98806509,5.5,K1IIICN...,3.46,-16.37,-13.31
HIP 81198,248.78238513,-45.24421531,6.43,K2/K3III,5.31,-30.49,-62.06
HIP 81231,248.8595556,17.05734541,6.42,A2V,6.17,-8.26,-1.4
HIP 81252,248.93654572,-65.49532908,5.5,G8/K0III,9.94,33.92,-28.75
HIP 81266,248.97066423,-28.21596156,2.82,B0V,7.59,-8.59,-22.5
HIP 81289,249.04671628,46.61332505,5.83,G8II,3.71,-11.23,3.31
HIP 81290,249.04763676,52.89997858,5.53,B9.5Vn,8.16,-12.94,28.67
HIP 81292,249.05721668,52.92435554,5.07,B9V,8.22,-12.28,27.38
HIP 81300,249.08826456,-2.32383592,5.77,K2V,102.27,455.22,-307.63
HIP 81304,249.09358718,-35.25535553,4.18,K5III,9.63,14.72,12.14
HIP 81305,249.09402476,-42.85885401,5.46,O9Ia,1.07,-4.34,-3.04
HIP 81337,249.17895487,15.49752881,6.36,B9sp...,7.47,-14.74,-30.35
HIP 81358,249.22911407,63.07303811,6.17,K5,6.7,4.25,-88.13
HIP 81377,249.28970847,-10.5671518,2.54,O9.5V,7.12,13.07,25.44
HIP 81404,249.39068306,5.27755599,6.48,K0,7.62,-7.77,-12.5
HIP 81425,249.45012563,13.68718619,6.3,F5III-IV,14.39,-32.06,-62.3
